District code,District name,Category,Student group,2021-2022 student count - year to date,2021-2022 attendance rate - year to date,2020-2021 student count,2020-2021 attendance rate,2019-2020 student count,2019-2020 attendance rate,Reporting period,Date update
0030011,Ashford School District,Students With Disabilities,Students With Disabilities,46,0.9253,47,0.9573,56,0.9468,June 2022,07/22/2022
0030011,Ashford School District,Free/Reduced Lunch,Free Meal Eligible,92,0.9167,98,0.9281,,,June 2022,07/22/2022
0030011,Ashford School District,Free/Reduced Lunch,Reduced Price Meal Eligible,21,0.9174,28,0.9424,,,June 2022,07/22/2022
0030011,Ashford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,113,0.9168,126,0.9312,130,0.9477,June 2022,07/22/2022
0030011,Ashford School District,Race/Ethnicity,Hispanic/Latino of any race,31,0.9133,27,0.9408,22,0.9353,June 2022,07/22/2022
0030011,Ashford School District,Race/Ethnicity,White,283,0.9349,292,0.9598,298,0.9607,June 2022,07/22/2022
0030011,Ashford School District,High Needs,Students Without High Needs,189,0.9385,179,0.9686,182,0.9666,June 2022,07/22/2022
0030011,Ashford School District,High Needs,Students With High Needs,145,0.9206,155,0.938,166,0.9496,June 2022,07/22/2022
0040011,Avon School District,,All Students,3057,0.9457,3093,0.9621,3138,0.9583,June 2022,07/22/2022
0040011,Avon School District,Students With Disabilities,Students With Disabilities,324,0.9207,305,0.9309,330,0.9421,June 2022,07/22/2022
0040011,Avon School District,Free/Reduced Lunch,Free Meal Eligible,226,0.9145,184,0.9152,243,0.9389,June 2022,07/22/2022
0040011,Avon School District,Free/Reduced Lunch,Reduced Price Meal Eligible,60,0.9022,51,0.9356,47,0.9365,June 2022,07/22/2022
0040011,Avon School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,286,0.9119,235,0.9197,290,0.9385,June 2022,07/22/2022
0040011,Avon School District,English Learners,English Learners,76,0.9414,90,0.9601,104,0.9435,June 2022,07/22/2022
0040011,Avon School District,Race/Ethnicity,All other races,712,0.9543,737,0.976,755,0.9643,June 2022,07/22/2022
0040011,Avon School District,Race/Ethnicity,Black or African American,179,0.9224,172,0.9299,162,0.9478,June 2022,07/22/2022
0040011,Avon School District,Race/Ethnicity,Hispanic/Latino of any race,221,0.9349,226,0.9414,215,0.952,June 2022,07/22/2022
0040011,Avon School District,Race/Ethnicity,White,1945,0.9458,1958,0.962,2006,0.9576,June 2022,07/22/2022
0040011,Avon School District,High Needs,Students Without High Needs,2427,0.9517,2501,0.9681,2531,0.9622,June 2022,07/22/2022
0040011,Avon School District,High Needs,Students With High Needs,587,0.9221,546,0.9348,607,0.9417,June 2022,07/22/2022
0050011,Barkhamsted School District,,All Students,199,0.9305,193,0.9698,199,0.9573,June 2022,07/22/2022
0050011,Barkhamsted School District,Students With Disabilities,Students With Disabilities,45,0.9123,44,0.9578,56,0.9536,June 2022,07/22/2022
0050011,Barkhamsted School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,44,0.9239,43,0.9626,54,0.9533,June 2022,07/22/2022
0050011,Barkhamsted School District,Race/Ethnicity,White,176,0.931,175,0.9693,182,0.9565,June 2022,07/22/2022
0050011,Barkhamsted School District,High Needs,Students Without High Needs,124,0.9369,118,0.9761,113,0.9614,June 2022,07/22/2022
0050011,Barkhamsted School District,High Needs,Students With High Needs,73,0.9191,71,0.96,86,0.9519,June 2022,07/22/2022
0070011,Berlin School District,,All Students,2613,0.9341,2680,0.9542,2700,0.9562,June 2022,07/22/2022
0070011,Berlin School District,Students With Disabilities,Students With Disabilities,385,0.907,403,0.9249,398,0.9356,June 2022,07/22/2022
0070011,Berlin School District,Free/Reduced Lunch,Free Meal Eligible,429,0.9039,504,0.9183,504,0.9379,June 2022,07/22/2022
0070011,Berlin School District,Free/Reduced Lunch,Reduced Price Meal Eligible,128,0.9146,126,0.9532,83,0.9543,June 2022,07/22/2022
0070011,Berlin School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,557,0.9063,630,0.9253,587,0.9403,June 2022,07/22/2022
0070011,Berlin School District,English Learners,English Learners,95,0.9171,105,0.9298,96,0.9413,June 2022,07/22/2022
0070011,Berlin School District,Race/Ethnicity,All other races,192,0.9411,199,0.9519,190,0.9627,June 2022,07/22/2022
0070011,Berlin School District,Race/Ethnicity,Black or African American,64,0.9271,77,0.9379,63,0.9473,June 2022,07/22/2022
0070011,Berlin School District,Race/Ethnicity,Hispanic/Latino of any race,317,0.905,321,0.9217,313,0.9364,June 2022,07/22/2022
0070011,Berlin School District,Race/Ethnicity,White,2040,0.9383,2083,0.96,2134,0.9587,June 2022,07/22/2022
0070011,Berlin School District,High Needs,Students Without High Needs,1756,0.9449,1763,0.9653,1838,0.9629,June 2022,07/22/2022
0070011,Berlin School District,High Needs,Students With High Needs,841,0.9121,906,0.9324,862,0.9416,June 2022,07/22/2022
0080011,Bethany School District,,All Students,391,0.9489,356,0.9637,354,0.9573,June 2022,07/22/2022
0080011,Bethany School District,Students With Disabilities,Students With Disabilities,54,0.9432,48,0.9581,46,0.9525,June 2022,07/22/2022
0080011,Bethany School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,50,0.9404,46,0.9232,49,0.9406,June 2022,07/22/2022
0080011,Bethany School District,Race/Ethnicity,All other races,42,0.948,,,28,0.9706,June 2022,07/22/2022
0080011,Bethany School District,Race/Ethnicity,White,307,0.9501,290,0.9643,296,0.9584,June 2022,07/22/2022
0080011,Bethany School District,High Needs,Students Without High Needs,280,0.9514,257,0.9705,260,0.961,June 2022,07/22/2022
0080011,Bethany School District,High Needs,Students With High Needs,105,0.9427,95,0.9452,94,0.947,June 2022,07/22/2022
0090011,Bethel School District,,All Students,3102,0.9375,3052,0.9506,3080,0.9563,June 2022,07/22/2022
0090011,Bethel School District,Students With Disabilities,Students With Disabilities,405,0.9204,371,0.9139,387,0.9432,June 2022,07/22/2022
0090011,Bethel School District,Free/Reduced Lunch,Free Meal Eligible,686,0.9225,726,0.9211,772,0.9476,June 2022,07/22/2022
0090011,Bethel School District,Free/Reduced Lunch,Reduced Price Meal Eligible,217,0.9406,233,0.9478,215,0.9578,June 2022,07/22/2022
0090011,Bethel School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,903,0.9269,959,0.9277,987,0.9498,June 2022,07/22/2022
0090011,Bethel School District,English Learners,English Learners,167,0.9278,183,0.9243,222,0.9506,June 2022,07/22/2022
0090011,Bethel School District,Race/Ethnicity,All other races,384,0.9475,362,0.965,359,0.962,June 2022,07/22/2022
0090011,Bethel School District,Race/Ethnicity,Black or African American,128,0.9403,111,0.9449,101,0.9552,June 2022,07/22/2022
0090011,Bethel School District,Race/Ethnicity,Hispanic/Latino of any race,744,0.9343,688,0.9353,685,0.9577,June 2022,07/22/2022
0090011,Bethel School District,Race/Ethnicity,White,1846,0.9365,1891,0.9535,1935,0.9548,June 2022,07/22/2022
0090011,Bethel School District,High Needs,Students Without High Needs,1821,0.9447,1753,0.9664,1805,0.9608,June 2022,07/22/2022
0090011,Bethel School District,High Needs,Students With High Needs,1216,0.9274,1242,0.9299,1275,0.9498,June 2022,07/22/2022
0110011,Bloomfield School District,,All Students,1734,0.9293,1756,0.9385,1908,0.9532,June 2022,07/22/2022
0110011,Bloomfield School District,Students With Disabilities,Students With Disabilities,369,0.9126,348,0.9105,364,0.9426,June 2022,07/22/2022
0110011,Bloomfield School District,Free/Reduced Lunch,Free Meal Eligible,775,0.918,898,0.9217,1009,0.9471,June 2022,07/22/2022
0110011,Bloomfield School District,Free/Reduced Lunch,Reduced Price Meal Eligible,163,0.931,191,0.9418,198,0.9569,June 2022,07/22/2022
0110011,Bloomfield School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,938,0.9203,1089,0.9253,1207,0.9487,June 2022,07/22/2022
0110011,Bloomfield School District,English Learners,English Learners,87,0.9221,76,0.9234,78,0.9424,June 2022,07/22/2022
0110011,Bloomfield School District,Race/Ethnicity,All other races,101,0.9215,85,0.9372,98,0.9485,June 2022,07/22/2022
0110011,Bloomfield School District,Race/Ethnicity,Black or African American,1273,0.9346,1353,0.9427,1476,0.9577,June 2022,07/22/2022
0110011,Bloomfield School District,Race/Ethnicity,Hispanic/Latino of any race,296,0.9117,252,0.915,255,0.934,June 2022,07/22/2022
0110011,Bloomfield School District,Race/Ethnicity,White,64,0.9154,66,0.9423,79,0.9372,June 2022,07/22/2022
0110011,Bloomfield School District,High Needs,Students Without High Needs,607,0.9426,540,0.9626,587,0.9625,June 2022,07/22/2022
0110011,Bloomfield School District,High Needs,Students With High Needs,1090,0.9219,1199,0.9278,1321,0.9489,June 2022,07/22/2022
0120011,Bolton School District,,All Students,745,0.9433,751,0.9483,767,0.949,June 2022,07/22/2022
0120011,Bolton School District,Students With Disabilities,Students With Disabilities,80,0.9148,82,0.8851,87,0.9303,June 2022,07/22/2022
0120011,Bolton School District,Free/Reduced Lunch,Free Meal Eligible,149,0.9034,157,0.8677,170,0.9344,June 2022,07/22/2022
0120011,Bolton School District,Free/Reduced Lunch,Reduced Price Meal Eligible,31,0.9169,26,0.9057,22,0.9229,June 2022,07/22/2022
0120011,Bolton School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,180,0.9058,183,0.8731,192,0.933,June 2022,07/22/2022
0120011,Bolton School District,Race/Ethnicity,All other races,51,0.9394,53,0.9311,49,0.9428,June 2022,07/22/2022
0120011,Bolton School District,Race/Ethnicity,Black or African American,36,0.922,36,0.8748,41,0.9379,June 2022,07/22/2022
0120011,Bolton School District,Race/Ethnicity,Hispanic/Latino of any race,89,0.9131,82,0.8991,88,0.9444,June 2022,07/22/2022
0120011,Bolton School District,Race/Ethnicity,White,569,0.9496,580,0.9613,589,0.9509,June 2022,07/22/2022
0120011,Bolton School District,High Needs,Students Without High Needs,509,0.9566,507,0.9755,520,0.9559,June 2022,07/22/2022
0120011,Bolton School District,High Needs,Students With High Needs,228,0.9137,236,0.8896,247,0.9344,June 2022,07/22/2022
0130011,Bozrah School District,,All Students,159,0.9433,163,0.9649,170,0.9573,June 2022,07/22/2022
0130011,Bozrah School District,Students With Disabilities,Students With Disabilities,28,0.9287,26,0.9403,30,0.9325,June 2022,07/22/2022
0130011,Bozrah School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,64,0.9394,63,0.9587,70,0.9483,June 2022,07/22/2022
0130011,Bozrah School District,Race/Ethnicity,Hispanic/Latino of any race,24,0.9421,,,,,June 2022,07/22/2022
0130011,Bozrah School District,Race/Ethnicity,White,118,0.9409,129,0.9668,132,0.9569,June 2022,07/22/2022
0130011,Bozrah School District,High Needs,Students Without High Needs,77,0.9461,83,0.9731,85,0.9667,June 2022,07/22/2022
0130011,Bozrah School District,High Needs,Students With High Needs,80,0.9406,78,0.956,85,0.9478,June 2022,07/22/2022
0140011,Branford School District,,All Students,2527,0.9268,2531,0.949,2678,0.9658,June 2022,07/22/2022
0140011,Branford School District,Students With Disabilities,Students With Disabilities,322,0.914,325,0.9312,353,0.9556,June 2022,07/22/2022
0140011,Branford School District,Free/Reduced Lunch,Free Meal Eligible,693,0.9012,756,0.9165,810,0.9614,June 2022,07/22/2022
0140011,Branford School District,Free/Reduced Lunch,Reduced Price Meal Eligible,193,0.9302,198,0.9538,176,0.9632,June 2022,07/22/2022
0140011,Branford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,886,0.9075,954,0.9244,986,0.9617,June 2022,07/22/2022
0140011,Branford School District,English Learners,English Learners,166,0.9358,148,0.9503,151,0.9598,June 2022,07/22/2022
0140011,Branford School District,Race/Ethnicity,All other races,290,0.9394,278,0.9608,293,0.97,June 2022,07/22/2022
0140011,Branford School District,Race/Ethnicity,Black or African American,97,0.9248,105,0.9317,101,0.9714,June 2022,07/22/2022
0140011,Branford School District,Race/Ethnicity,Hispanic/Latino of any race,377,0.9062,345,0.9163,342,0.9561,June 2022,07/22/2022
0140011,Branford School District,Race/Ethnicity,White,1763,0.9293,1803,0.9544,1942,0.9665,June 2022,07/22/2022
0140011,Branford School District,High Needs,Students Without High Needs,1389,0.9389,1342,0.965,1478,0.9693,June 2022,07/22/2022
0140011,Branford School District,High Needs,Students With High Needs,1104,0.913,1154,0.931,1200,0.9614,June 2022,07/22/2022
0150011,Bridgeport School District,,All Students,18482,0.9008,18244,0.9005,19423,0.9367,June 2022,07/22/2022
0150011,Bridgeport School District,Homelessness,Students Experiencing Homelessness,123,0.8455,92,0.7791,107,0.8635,June 2022,07/22/2022
0150011,Bridgeport School District,Students With Disabilities,Students With Disabilities,3258,0.8758,3283,0.8692,3648,0.9196,June 2022,07/22/2022
0150011,Bridgeport School District,Free/Reduced Lunch,Free Meal Eligible,9915,0.8868,10597,0.8838,12851,0.9287,June 2022,07/22/2022
0150011,Bridgeport School District,Free/Reduced Lunch,Reduced Price Meal Eligible,1559,0.923,1342,0.9291,1364,0.9565,June 2022,07/22/2022
0150011,Bridgeport School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,11474,0.8917,11939,0.8889,14215,0.9314,June 2022,07/22/2022
0150011,Bridgeport School District,English Learners,English Learners,4177,0.9125,3692,0.9066,4240,0.9433,June 2022,07/22/2022
0150011,Bridgeport School District,Race/Ethnicity,All other races,811,0.9245,780,0.9399,840,0.9538,June 2022,07/22/2022
0150011,Bridgeport School District,Race/Ethnicity,Black or African American,5550,0.8991,5791,0.894,6312,0.9369,June 2022,07/22/2022
0150011,Bridgeport School District,Race/Ethnicity,Hispanic/Latino of any race,10368,0.8988,9724,0.8978,9979,0.934,June 2022,07/22/2022
0150011,Bridgeport School District,Race/Ethnicity,White,1753,0.907,1949,0.9175,2292,0.9416,June 2022,07/22/2022
0150011,Bridgeport School District,High Needs,Students Without High Needs,3590,0.9238,3626,0.938,3106,0.9555,June 2022,07/22/2022
0150011,Bridgeport School District,High Needs,Students With High Needs,13849,0.8949,14008,0.8915,16317,0.9331,June 2022,07/22/2022
0170011,Bristol School District,,All Students,7439,0.9251,7504,0.9123,7684,0.9482,June 2022,07/22/2022
0170011,Bristol School District,Homelessness,Students Experiencing Homelessness,65,0.8904,57,0.8217,116,0.8913,June 2022,07/22/2022
0170011,Bristol School District,Students With Disabilities,Students With Disabilities,1417,0.9034,1466,0.8716,1552,0.9294,June 2022,07/22/2022
0170011,Bristol School District,Free/Reduced Lunch,Free Meal Eligible,3545,0.9063,3521,0.8747,3721,0.9368,June 2022,07/22/2022
0170011,Bristol School District,Free/Reduced Lunch,Reduced Price Meal Eligible,436,0.9292,530,0.9194,412,0.951,June 2022,07/22/2022
0170011,Bristol School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,3981,0.9088,4051,0.8806,4133,0.9382,June 2022,07/22/2022
0170011,Bristol School District,English Learners,English Learners,423,0.9127,397,0.8856,440,0.9428,June 2022,07/22/2022
0170011,Bristol School District,Race/Ethnicity,All other races,627,0.9288,610,0.9193,623,0.9564,June 2022,07/22/2022
0170011,Bristol School District,Race/Ethnicity,Black or African American,572,0.9268,559,0.8965,561,0.9487,June 2022,07/22/2022
0170011,Bristol School District,Race/Ethnicity,Hispanic/Latino of any race,2614,0.9095,2493,0.8772,2430,0.9401,June 2022,07/22/2022
0170011,Bristol School District,Race/Ethnicity,White,3626,0.9353,3842,0.9358,4070,0.9515,June 2022,07/22/2022
0170011,Bristol School District,High Needs,Students Without High Needs,2800,0.949,2802,0.956,2977,0.9618,June 2022,07/22/2022
0170011,Bristol School District,High Needs,Students With High Needs,4510,0.911,4590,0.8855,4707,0.9393,June 2022,07/22/2022
0180011,Brookfield School District,,All Students,2545,0.9368,2559,0.9559,2574,0.9706,June 2022,07/22/2022
0180011,Brookfield School District,Students With Disabilities,Students With Disabilities,350,0.9153,355,0.9311,369,0.9673,June 2022,07/22/2022
0180011,Brookfield School District,Free/Reduced Lunch,Free Meal Eligible,379,0.9133,408,0.9317,447,0.9669,June 2022,07/22/2022
0180011,Brookfield School District,Free/Reduced Lunch,Reduced Price Meal Eligible,135,0.9301,121,0.9407,91,0.9693,June 2022,07/22/2022
0180011,Brookfield School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,514,0.9177,529,0.9337,538,0.9673,June 2022,07/22/2022
0180011,Brookfield School District,English Learners,English Learners,105,0.9374,90,0.9464,115,0.9708,June 2022,07/22/2022
0180011,Brookfield School District,Race/Ethnicity,All other races,242,0.9478,253,0.9713,233,0.9794,June 2022,07/22/2022
0180011,Brookfield School District,Race/Ethnicity,Black or African American,74,0.9488,67,0.9511,57,0.9735,June 2022,07/22/2022
0180011,Brookfield School District,Race/Ethnicity,Hispanic/Latino of any race,366,0.9246,325,0.9434,299,0.967,June 2022,07/22/2022
0180011,Brookfield School District,Race/Ethnicity,White,1863,0.9372,1914,0.9562,1985,0.97,June 2022,07/22/2022
0180011,Brookfield School District,High Needs,Students Without High Needs,1721,0.9449,1725,0.9644,1740,0.9719,June 2022,07/22/2022
0180011,Brookfield School District,High Needs,Students With High Needs,801,0.9201,803,0.9373,834,0.9677,June 2022,07/22/2022
0190011,Brooklyn School District,,All Students,804,0.9204,775,0.9337,809,0.9526,June 2022,07/22/2022
0190011,Brooklyn School District,Students With Disabilities,Students With Disabilities,137,0.891,118,0.8815,127,0.9348,June 2022,07/22/2022
0190011,Brooklyn School District,Free/Reduced Lunch,Free Meal Eligible,206,0.8854,243,0.8976,270,0.9453,June 2022,07/22/2022
0190011,Brooklyn School District,Free/Reduced Lunch,Reduced Price Meal Eligible,55,0.9113,68,0.926,66,0.9457,June 2022,07/22/2022
0190011,Brooklyn School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,261,0.8907,311,0.904,336,0.9454,June 2022,07/22/2022
0190011,Brooklyn School District,Race/Ethnicity,Hispanic/Latino of any race,90,0.8878,96,0.911,91,0.9449,June 2022,07/22/2022
0190011,Brooklyn School District,Race/Ethnicity,White,635,0.925,602,0.937,626,0.9541,June 2022,07/22/2022
0190011,Brooklyn School District,High Needs,Students Without High Needs,446,0.9394,395,0.9598,431,0.9596,June 2022,07/22/2022
0190011,Brooklyn School District,High Needs,Students With High Needs,327,0.8959,356,0.905,378,0.9446,June 2022,07/22/2022
0210011,Canaan School District,,All Students,77,0.9431,72,0.9658,69,0.9607,June 2022,07/22/2022
0210011,Canaan School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,23,0.942,22,0.9513,22,0.9531,June 2022,07/22/2022
0210011,Canaan School District,High Needs,Students Without High Needs,50,0.9416,41,0.9793,41,0.9618,June 2022,07/22/2022
0210011,Canaan School District,High Needs,Students With High Needs,27,0.9458,25,0.9566,28,0.9592,June 2022,07/22/2022
0220011,Canterbury School District,,All Students,429,0.9148,414,0.9601,431,0.9593,June 2022,07/22/2022
0220011,Canterbury School District,Students With Disabilities,Students With Disabilities,45,0.8915,50,0.9562,54,0.9467,June 2022,07/22/2022
0220011,Canterbury School District,Free/Reduced Lunch,Free Meal Eligible,89,0.901,87,0.9501,142,0.9482,June 2022,07/22/2022
0220011,Canterbury School District,Free/Reduced Lunch,Reduced Price Meal Eligible,35,0.8976,33,0.9519,29,0.9607,June 2022,07/22/2022
0220011,Canterbury School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,124,0.9001,120,0.9506,171,0.9504,June 2022,07/22/2022
0220011,Canterbury School District,Race/Ethnicity,Hispanic/Latino of any race,36,0.9034,34,0.9324,28,0.9473,June 2022,07/22/2022
0220011,Canterbury School District,Race/Ethnicity,White,386,0.9162,369,0.9622,387,0.9602,June 2022,07/22/2022
0220011,Canterbury School District,High Needs,Students Without High Needs,265,0.9232,250,0.9645,232,0.9658,June 2022,07/22/2022
0220011,Canterbury School District,High Needs,Students With High Needs,151,0.899,149,0.9538,199,0.9516,June 2022,07/22/2022
0230011,Canton School District,,All Students,1462,0.9356,1510,0.9554,1553,0.9482,June 2022,07/22/2022
0230011,Canton School District,Students With Disabilities,Students With Disabilities,207,0.9092,206,0.9381,219,0.9397,June 2022,07/22/2022
0230011,Canton School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,263,0.9233,235,0.9306,224,0.9434,June 2022,07/22/2022
0230011,Canton School District,Race/Ethnicity,All other races,78,0.93,84,0.9588,79,0.9421,June 2022,07/22/2022
0230011,Canton School District,Race/Ethnicity,Black or African American,89,0.8953,96,0.918,93,0.9324,June 2022,07/22/2022
0230011,Canton School District,Race/Ethnicity,Hispanic/Latino of any race,95,0.9156,100,0.939,117,0.9374,June 2022,07/22/2022
0230011,Canton School District,Race/Ethnicity,White,1200,0.9406,1230,0.9594,1264,0.9507,June 2022,07/22/2022
0230011,Canton School District,High Needs,Students Without High Needs,1018,0.9426,1104,0.9621,1145,0.9498,June 2022,07/22/2022
0230011,Canton School District,High Needs,Students With High Needs,437,0.9192,381,0.9351,408,0.9437,June 2022,07/22/2022
0240011,Chaplin School District,,All Students,143,0.9293,128,0.9459,125,0.9671,June 2022,07/22/2022
0240011,Chaplin School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,67,0.9233,53,0.9383,62,0.9618,June 2022,07/22/2022
0240011,Chaplin School District,Race/Ethnicity,White,121,0.932,112,0.9478,107,0.9671,June 2022,07/22/2022
0240011,Chaplin School District,High Needs,Students Without High Needs,69,0.9361,61,0.9535,54,0.9731,June 2022,07/22/2022
0240011,Chaplin School District,High Needs,Students With High Needs,71,0.9219,61,0.9376,71,0.9621,June 2022,07/22/2022
0250011,Cheshire School District,,All Students,4119,0.9466,4119,0.9705,4099,0.957,June 2022,07/22/2022
0250011,Cheshire School District,Students With Disabilities,Students With Disabilities,527,0.9177,523,0.9377,533,0.9331,June 2022,07/22/2022
0250011,Cheshire School District,Free/Reduced Lunch,Free Meal Eligible,460,0.921,470,0.9431,462,0.9371,June 2022,07/22/2022
0250011,Cheshire School District,Free/Reduced Lunch,Reduced Price Meal Eligible,154,0.942,178,0.9628,138,0.9557,June 2022,07/22/2022
0250011,Cheshire School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,614,0.9263,648,0.9484,600,0.9413,June 2022,07/22/2022
0250011,Cheshire School District,English Learners,English Learners,96,0.9484,77,0.9594,58,0.954,June 2022,07/22/2022
0250011,Cheshire School District,Race/Ethnicity,All other races,527,0.9485,527,0.9747,506,0.9632,June 2022,07/22/2022
0250011,Cheshire School District,Race/Ethnicity,Black or African American,135,0.942,128,0.9499,120,0.9536,June 2022,07/22/2022
0250011,Cheshire School District,Race/Ethnicity,Hispanic/Latino of any race,311,0.9358,267,0.965,249,0.9459,June 2022,07/22/2022
0250011,Cheshire School District,Race/Ethnicity,White,3146,0.9476,3197,0.9711,3224,0.957,June 2022,07/22/2022
0250011,Cheshire School District,High Needs,Students Without High Needs,3041,0.954,3012,0.9783,3092,0.9625,June 2022,07/22/2022
0250011,Cheshire School District,High Needs,Students With High Needs,1040,0.9259,1066,0.948,1007,0.9398,June 2022,07/22/2022
0260011,Chester School District,,All Students,214,0.9563,208,0.9742,188,0.9723,June 2022,07/22/2022
0260011,Chester School District,Students With Disabilities,Students With Disabilities,29,0.9545,24,0.9687,25,0.9633,June 2022,07/22/2022
0260011,Chester School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,54,0.9457,53,0.9629,43,0.9619,June 2022,07/22/2022
0260011,Chester School District,Race/Ethnicity,White,191,0.9574,182,0.9764,165,0.9717,June 2022,07/22/2022
0260011,Chester School District,High Needs,Students Without High Needs,145,0.9607,132,0.9796,129,0.9764,June 2022,07/22/2022
0260011,Chester School District,High Needs,Students With High Needs,67,0.948,66,0.9641,59,0.9633,June 2022,07/22/2022
0270011,Clinton School District,,All Students,1493,0.939,1549,0.9536,1624,0.9454,June 2022,07/22/2022
